date,CVS,Price Chopper,SUNY Albany,Walgreens,Albany Armory,Hannaford,Times Union Center,Walmart,Queensbury Mall
2021-04-13 04:30:22,Available Albany Burnt Hills Colonie Glenville Latham Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(9),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:25:16,Available Albany Burnt Hills Colonie Glenville Latham Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(9),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:20:16,Available Albany Burnt Hills Colonie Glenville Latham Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(9),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:15:23,Available Albany Burnt Hills Colonie Glenville Latham Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(9),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:10:14,Available Albany Burnt Hills Colonie Glenville Latham Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(9),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:05:22,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 04:00:21,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:55:18,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:50:21,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:45:28,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:40:20,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:35:18,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:30:21,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:25:20,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Latham (4) Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:20:22,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:15:17,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Available Schenectady (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:10:17,Available Albany Colonie Glenville Queensbury Saratoga Springs Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:05:18,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 03:00:12,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:55:21,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:50:20,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:45:18,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:40:18,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:35:14,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:30:14,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:25:21,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:20:14,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:15:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:10:15,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (1) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:05:13,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 02:00:15,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:55:18,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:50:19,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:45:17,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:40:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:35:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:30:19,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:25:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:20:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:15:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:10:19,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:05:20,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 01:01:33,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:55:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(6) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:50:18,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(7) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:45:19,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(7) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:40:12,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(7) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:35:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(7) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:30:16,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(7) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:25:13,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:20:14,Available Albany Colonie Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:15:16,Available Albany Colonie Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:10:16,Available Albany Colonie Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:05:16,Available Albany Colonie Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(9) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-13 00:00:20,Available Albany Colonie Schenectady Troy Wynantskill ,Available Schenectady(1) Schenectady(10) Clifton Park(8) Schenectady(10) Malta(10) Saratoga(10),AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:55:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:50:23,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:45:21,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:40:25,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:35:16,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (2) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:30:17,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:25:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:20:18,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:15:16,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:10:14,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:05:22,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (3) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 23:00:19,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (4) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:55:18,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (4) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:50:25,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (4) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:45:17,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (4) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:40:24,Available Albany Colonie Glenville Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (5) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:35:19,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (5) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:30:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (5) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:25:14,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (5) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:20:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (6) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:15:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (6) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:10:24,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (8) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:05:13,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (8) Albany (0) Rotterdam (3) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 22:00:19,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Mechanicville (0) Schenectady (8) Colonie (0) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:55:14,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Mechanicville (0) Schenectady (8) Colonie (0) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:50:16,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Mechanicville (0) Schenectady (8) Colonie (0) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Available Clifton Park (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:45:18,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Mechanicville (0) Schenectady (8) Colonie (0) Albany (0) Rotterdam (4) ,Unavailable,Available Albany Albany,Unavailable,Available Clifton Park (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:40:16,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (9) Colonie (0) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Available Clifton Park (1) ,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:35:15,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (9) Colonie (0) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:30:14,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (9) Colonie (0) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-04-12 21:25:17,Available Albany Colonie Schenectady Troy Wynantskill ,Unavailable,AvailableSUNY Albany ,Available Schenectady (9) Colonie (0) Albany (0) Rotterdam (5) ,Unavailable,Available Albany Albany,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
