date,CVS,Price Chopper,SUNY Albany,Walgreens,Albany Armory,Hannaford,Times Union Center,Walmart,Queensbury Mall
2021-03-20 22:10:34,Unavailable,Available Albany(3) Troy(4) Renselaer(22),Unavailable,Available Halfmoon (30) Ballston Lake (35) Hoosick Falls (34) Latham (39) Saratoga Springs (64) Saratoga Springs (34) Loudonville (36) Schenectady (27) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 22:05:43,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (34) Latham (39) Watervliet (39) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 22:00:35,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Halfmoon (30) Ballston Lake (35) Hoosick Falls (34) Latham (39) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:55:30,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Halfmoon (30) Ballston Lake (35) Hoosick Falls (34) Latham (39) Saratoga Springs (64) Loudonville (38) Schenectady (27) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:50:30,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (34) Latham (40) Watervliet (39) Saratoga Springs (64) Loudonville (38) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:45:29,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (34) Latham (40) Watervliet (39) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:40:32,Unavailable,Available Albany(4) Troy(5) Renselaer(22),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (34) Latham (40) Watervliet (39) Saratoga Springs (64) Loudonville (38) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:35:35,Unavailable,Available Albany(4) Troy(5) Renselaer(22),Unavailable,Available Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (35) Latham (40) Watervliet (39) Saratoga Springs (64) Loudonville (38) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:30:36,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Loudonville (38) Schenectady (27) Colonie (42) Albany (34) Rotterdam (36) Guilderland (35) ,Unavailable,Available Clifton Park,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:25:33,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (35) Latham (41) Watervliet (39) Saratoga Springs (64) Loudonville (38) Colonie (42) Albany (34) Rotterdam (37) Guilderland (35) ,Unavailable,Available Clifton Park,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:20:47,Unavailable,Available Albany(4) Troy(4) Renselaer(22),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (42) Albany (34) Rotterdam (37) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:15:35,Unavailable,Available Albany(5) Troy(4) Renselaer(22),Unavailable,Available Mechanicville (74) Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (37) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:10:35,Unavailable,Available Albany(5) Troy(4) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (37) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:05:32,Unavailable,Available Albany(5) Troy(4) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Colonie (43) Albany (34) Rotterdam (37) Guilderland (35) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 21:00:32,Unavailable,Available Albany(6) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (38) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:55:43,Unavailable,Available Albany(6) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (38) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:50:29,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (38) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:45:31,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (29) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (64) Saratoga Springs (34) Loudonville (38) Colonie (43) Albany (34) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:40:30,Unavailable,Available Albany(8) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (64) Loudonville (38) Schenectady (27) Colonie (43) Albany (34) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:35:37,Unavailable,Available Albany(8) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (65) Saratoga Springs (35) Loudonville (38) Schenectady (27) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:30:33,Unavailable,Available Albany(8) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (31) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (65) Loudonville (38) Schenectady (27) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:25:31,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (30) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (65) Loudonville (38) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:20:29,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Halfmoon (32) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (65) Loudonville (38) Schenectady (27) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:15:37,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (30) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (65) Saratoga Springs (35) Loudonville (38) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:10:33,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (30) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (65) Loudonville (38) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:05:33,Unavailable,Available Albany(7) Troy(6) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (30) Hoosick Falls (35) Latham (41) Watervliet (40) Saratoga Springs (67) Saratoga Springs (35) Loudonville (38) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 20:00:37,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (32) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Saratoga Springs (35) Loudonville (38) Schenectady (27) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:55:29,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (32) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Loudonville (38) Schenectady (27) Colonie (43) Albany (35) Rotterdam (39) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:50:31,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (35) Troy (30) Hoosick Falls (35) Latham (41) Watervliet (41) Saratoga Springs (67) Loudonville (38) Colonie (43) Albany (36) Rotterdam (40) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:45:33,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (74) Halfmoon (33) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Loudonville (38) Schenectady (27) Colonie (43) Albany (36) Rotterdam (40) Guilderland (36) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:40:31,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (33) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Loudonville (38) Schenectady (28) Colonie (43) Albany (36) Rotterdam (41) Guilderland (37) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:35:30,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (75) Halfmoon (33) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Loudonville (38) Schenectady (28) Colonie (43) Albany (36) Rotterdam (41) Guilderland (37) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:30:31,Unavailable,Available Albany(7) Troy(5) Renselaer(23),ERROR,Available Troy (37) Ballston Lake (35) Troy (31) Hoosick Falls (35) Latham (41) Watervliet (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (38) Colonie (43) Albany (36) Rotterdam (42) Guilderland (37) ,ERROR,Unavailable,Unavailable,Unavailable,ERROR
2021-03-20 19:25:36,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (31) Hoosick Falls (35) Latham (41) Watervliet (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Colonie (43) Albany (36) Rotterdam (42) Guilderland (38) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:20:43,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (31) Hoosick Falls (35) Latham (41) Watervliet (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Colonie (44) Albany (36) Rotterdam (42) Guilderland (39) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:15:35,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Mechanicville (75) Halfmoon (33) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (68) Loudonville (39) Schenectady (28) Colonie (44) Albany (36) Rotterdam (42) Guilderland (39) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:10:35,Unavailable,Available Albany(7) Troy(5) Renselaer(23),Unavailable,Available Halfmoon (33) Ballston Lake (35) Hoosick Falls (35) Latham (41) Saratoga Springs (67) Loudonville (39) Schenectady (29) Colonie (44) Albany (36) Rotterdam (42) Guilderland (40) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:05:29,Unavailable,Available Albany(8) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (31) Hoosick Falls (35) Latham (41) Watervliet (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Colonie (44) Albany (35) Rotterdam (43) Guilderland (41) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 19:00:32,Unavailable,Available Albany(8) Troy(5) Renselaer(23),Unavailable,Available Troy (37) Ballston Lake (35) Troy (31) Hoosick Falls (35) Latham (42) Watervliet (42) Saratoga Springs (68) Loudonville (39) Colonie (44) Albany (35) Rotterdam (43) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:55:43,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(23),Unavailable,Available Halfmoon (34) Ballston Lake (35) Hoosick Falls (35) Latham (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Schenectady (29) Colonie (44) Albany (35) Rotterdam (43) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:50:36,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(23),Unavailable,Available Mechanicville (75) Troy (37) Ballston Lake (35) Troy (32) Hoosick Falls (35) Latham (42) Watervliet (43) Saratoga Springs (68) Loudonville (39) Colonie (44) Albany (35) Rotterdam (43) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:45:29,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(23),Unavailable,Available Halfmoon (34) Ballston Lake (35) Hoosick Falls (35) Latham (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Schenectady (29) Colonie (44) Albany (35) Rotterdam (43) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:40:31,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(24),Unavailable,Available Halfmoon (34) Ballston Lake (35) Hoosick Falls (36) Latham (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Schenectady (32) Colonie (44) Albany (35) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:35:33,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(24),Unavailable,Available Halfmoon (34) Ballston Lake (35) Hoosick Falls (36) Latham (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Schenectady (32) Colonie (44) Albany (35) Rotterdam (44) Guilderland (41) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:30:30,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(24),Unavailable,Available Troy (37) Ballston Lake (35) Troy (32) Hoosick Falls (36) Latham (42) Watervliet (43) Saratoga Springs (68) Saratoga Springs (35) Loudonville (39) Colonie (44) Albany (35) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:25:34,Unavailable,Available Albany(9) Troy(5) Guilderland(1) Renselaer(24),Unavailable,Available Halfmoon (34) Ballston Lake (35) Hoosick Falls (36) Latham (42) Saratoga Springs (68) Loudonville (39) Schenectady (32) Colonie (44) Albany (35) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:20:32,Unavailable,Available Albany(9) Troy(6) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (75) Troy (37) Ballston Lake (35) Troy (32) Hoosick Falls (36) Latham (42) Watervliet (43) Saratoga Springs (68) Loudonville (39) Colonie (44) Albany (36) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:15:34,Unavailable,Available Albany(9) Troy(6) Guilderland(1) Renselaer(24),Unavailable,Available Troy (37) Ballston Lake (36) Troy (33) Hoosick Falls (36) Latham (42) Watervliet (43) Saratoga Springs (68) Saratoga Springs (35) Loudonville (40) Colonie (44) Albany (36) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:10:41,Unavailable,Available Albany(9) Troy(7) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (74) Halfmoon (34) Ballston Lake (36) Hoosick Falls (36) Latham (42) Saratoga Springs (68) Saratoga Springs (35) Loudonville (40) Schenectady (32) Colonie (44) Albany (36) Rotterdam (44) Guilderland (41) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:05:30,Unavailable,Available Latham(1) Albany(9) Troy(7) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (74) Halfmoon (34) Ballston Lake (36) Hoosick Falls (37) Latham (42) Saratoga Springs (68) Loudonville (40) Schenectady (32) Colonie (44) Albany (36) Rotterdam (44) Guilderland (41) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 18:01:04,Unavailable,Available Latham(1) Albany(9) Troy(7) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (36) Troy (33) Hoosick Falls (37) Latham (42) Watervliet (43) Saratoga Springs (69) Saratoga Springs (36) Loudonville (40) Colonie (45) Albany (36) Rotterdam (45) Guilderland (41) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:55:51,Unavailable,Available Latham(1) Albany(9) Troy(7) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (74) Troy (37) Ballston Lake (36) Troy (33) Hoosick Falls (37) Latham (42) Watervliet (43) Saratoga Springs (69) Loudonville (40) Colonie (45) Albany (36) Rotterdam (45) Guilderland (41) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:50:40,Unavailable,Available Latham(1) Albany(9) Troy(7) Guilderland(1) Renselaer(24),Unavailable,Available Halfmoon (35) Ballston Lake (36) Hoosick Falls (37) Latham (42) Saratoga Springs (69) Loudonville (40) Schenectady (32) Colonie (45) Albany (36) Rotterdam (45) Guilderland (42) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:45:48,Unavailable,Available Albany(9) Troy(8) Guilderland(1) Renselaer(24),Unavailable,Available Mechanicville (74) Halfmoon (35) Ballston Lake (36) Hoosick Falls (37) Latham (45) Saratoga Springs (69) Loudonville (40) Schenectady (32) Colonie (45) Albany (36) Rotterdam (46) Guilderland (43) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:40:42,Unavailable,Available Albany(9) Troy(8) Guilderland(1) Renselaer(24),Unavailable,Available Halfmoon (35) Ballston Lake (36) Hoosick Falls (37) Latham (45) Saratoga Springs (71) Saratoga Springs (36) Loudonville (40) Schenectady (32) Colonie (45) Albany (36) Rotterdam (46) Guilderland (43) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:35:47,Unavailable,Available Albany(9) Troy(8) Guilderland(2) Renselaer(24),Unavailable,Available Halfmoon (35) Ballston Lake (36) Hoosick Falls (37) Latham (45) Saratoga Springs (71) Loudonville (40) Schenectady (32) Colonie (45) Albany (36) Rotterdam (46) Guilderland (43) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:30:38,Unavailable,Available Albany(9) Troy(8) Guilderland(2) Renselaer(24),Unavailable,Available Mechanicville (74) Halfmoon (35) Ballston Lake (36) Hoosick Falls (37) Latham (48) Saratoga Springs (71) Saratoga Springs (36) Loudonville (42) Schenectady (32) Colonie (45) Albany (36) Rotterdam (46) Guilderland (44) ,Unavailable,Unavailable,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:25:48,Unavailable,Available Albany(9) Troy(8) Guilderland(2) Renselaer(24),Unavailable,Available Mechanicville (75) Troy (36) Ballston Lake (36) Troy (34) Hoosick Falls (37) Latham (49) Watervliet (45) Saratoga Springs (71) Loudonville (42) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:20:48,Unavailable,Available Albany(9) Troy(8) Guilderland(4) Renselaer(24),Unavailable,Available Troy (36) Ballston Lake (36) Troy (34) Hoosick Falls (37) Latham (49) Watervliet (45) Saratoga Springs (71) Saratoga Springs (36) Loudonville (42) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:15:51,Unavailable,Available Albany(9) Troy(8) Guilderland(4) Renselaer(24),Unavailable,Available Halfmoon (35) Ballston Lake (36) Hoosick Falls (36) Latham (50) Saratoga Springs (71) Saratoga Springs (36) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:10:56,Unavailable,Available Albany(1) Albany(9) Troy(8) Guilderland(4) Renselaer(24),Unavailable,Available Mechanicville (75) Troy (36) Ballston Lake (36) Troy (34) Hoosick Falls (36) Latham (45) Watervliet (45) Saratoga Springs (71) Loudonville (43) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:05:33,Unavailable,Available Albany(1) Albany(9) Troy(9) Guilderland(4) Renselaer(24),Unavailable,Available Halfmoon (36) Ballston Lake (36) Hoosick Falls (36) Latham (44) Saratoga Springs (71) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 17:00:31,Unavailable,Available Albany(9) Troy(9) Guilderland(5) Renselaer(24),Unavailable,Available Troy (36) Ballston Lake (36) Troy (34) Hoosick Falls (36) Latham (44) Watervliet (45) Saratoga Springs (71) Saratoga Springs (36) Loudonville (43) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 16:55:38,Unavailable,Available Albany(1) Albany(9) Troy(10) Guilderland(5) Renselaer(24),Unavailable,Available Halfmoon (36) Ballston Lake (36) Hoosick Falls (36) Latham (44) Saratoga Springs (71) Saratoga Springs (36) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 16:50:42,Unavailable,Available Albany(2) Albany(8) Troy(10) Guilderland(5) Renselaer(24),Unavailable,Available Halfmoon (36) Ballston Lake (36) Hoosick Falls (36) Latham (44) Saratoga Springs (72) Saratoga Springs (36) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (44) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 16:45:40,Unavailable,Available Albany(2) Albany(8) Troy(10) Guilderland(5) Renselaer(24),Unavailable,Available Mechanicville (75) Halfmoon (36) Ballston Lake (36) Hoosick Falls (36) Latham (44) Saratoga Springs (72) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (45) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-20 16:40:41,Unavailable,Available Albany(2) Albany(8) Troy(10) Guilderland(5) Renselaer(24),Unavailable,Available Mechanicville (75) Halfmoon (36) Ballston Lake (36) Hoosick Falls (36) Latham (44) Saratoga Springs (72) Saratoga Springs (36) Loudonville (43) Schenectady (32) Colonie (45) Albany (36) Rotterdam (47) Guilderland (45) ,Unavailable,Available Wynantskill Altamont,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
